alert_id,cloud_provider,alert_type,severity,status,region,service,account_id,resource_id,user,source_ip,dest_ip,timestamp,detected_by,remediation_action,policy_id,policy_name,compliance_standard,is_automated,mfa_enabled,encryption,port,data_volume_mb,num_resources_affected,num_users_affected,external_sharing,alert_description,tags,escalation_required,acknowledged_by,time_to_remediate_min,geo_country,geo_city,alert_correlation_id,threat_intelligence_source,remediation_sla,user_role,device_type,cloud_account_type,alert_suppression_reason,false_positive_reason,linked_ticket_id,historical_alert_count,anomaly_score,cloud_tagging,alert_source,remediation_status,patch_status,vulnerability_cve_id,data_sensitivity,api_endpoint,cloud_subscription_name,alert_escalation_level,incident_priority,alert_age_minutes,user_department,cloud_billing_account,resource_owner,remediation_owner,alert_notes_comments,alert_update_timestamp,alert_closure_reason
ALERT-102111,Azure,Phishing Attempt,Medium,Investigating,eu-west-1,VM,e0532205-b534-42ef-a239-4125bae87dbf,81472374-1904-4b48-8ab6-e24294cedd18,castromark@yahoo.com,1.128.69.179,58.236.241.119,2/6/2025 11:41,WIZ AutoFocus,Notify Admin,POL-4404,Phishing Attempt Policy,None,FALSE,FALSE,None,21,59.3,9,3,FALSE,Alert for Phishing Attempt detected in VM on Azure,internal,FALSE,jamie14@johnson.com,,US,San Francisco,90c9f2c0-95f8-41e2-a474-bfb7499040d9,AlienVault,24 hours,Intern,IoT Device,Production,Known benign,Misclassification,TICK-2174,15,0.56,Owner=Security,Manual,In Progress,Unpatched,CVE-2022-6463,PII,/downloadReport,AWS-Prod,Tier 3,P2,279,HR,KHQP45195035182544,Shannon Mccarty,Kara Johnson,Morning themselves pressure back today.,4/21/2025 12:21,Resolved
ALERT-102112,AWS,Unencrypted Data,High,Investigating,europe-west2,S3,acb8f2b6-ce24-403b-bb9d-653cf70d5042,ce5b85eb-1b9e-4cbf-8b60-fbc45fb98525,jessica15@yahoo.com,150.175.135.59,48.9.94.142,3/3/2025 18:33,WIZ Vertex FSOAR,None,POL-3937,Unencrypted Data Policy,None,FALSE,TRUE,AES-256,25,110.23,10,2,TRUE,Alert for Unencrypted Data detected in S3 on AWS,"test,internal",TRUE,richardfoster@cunningham.info,,US,San Francisco,39008040-f2be-440f-a55c-690febd17083,VirusTotal,8 hours,Intern,Server,Test,None,Misclassification,TICK-4720,25,0.6,Owner=Security,Third-Party,Complete,Patched,CVE-2011-2474,PII,,AWS-Prod,Tier 1,P3,1364,Security,TCEJ13105208699730,Ronald Jackson,Jacob Leon,Fall win ask no man eye.,4/22/2025 18:47,Mitigated
ALERT-102113,Azure,Abnormal API Call,Low,Open,southamerica-east1,SQL DB,fe30a386-4fb1-4752-9969-98c9dc695668,ce500988-a046-4120-ab12-26502dfd21b2,uarellano@hotmail.com,221.168.190.254,216.103.147.82,4/10/2025 5:34,WIZ Vertex FSOAR,Auto-Remediate,POL-6000,Abnormal API Call Policy,GDPR,FALSE,TRUE,SSL,21,150.55,8,4,TRUE,Alert for Abnormal API Call detected in SQL DB on Azure,"gdpr,external,internal",TRUE,,,DE,Berlin,72e2947f-884a-40e7-9a26-841e9993c57e,Talos,4 hours,Analyst,Mobile,Staging,Known benign,Test system,TICK-8656,47,0.16,Env=Prod,Third-Party,Pending,Patched,CVE-2020-4839,None,/getUser,GCP-Test,Tier 2,P1,494,Security,WZGR44959187220621,Edward Gray,Erica Davis,Partner know appear we American left.,4/24/2025 16:43,Monitoring
ALERT-102114,AWS,Expired Certificate,Medium,Open,eu-west-1,EKS,42c7cebe-f2c4-4cce-8d08-e3c8843e07d9,2e203fdc-8e89-4fec-817d-0fbc294320be,monicareese@gmail.com,32.29.105.221,43.31.65.255,2/12/2025 5:00,WIZ Blaze,Auto-Remediate,POL-9156,Expired Certificate Policy,ISO 27001,TRUE,TRUE,TLS,80,285.21,8,4,TRUE,Alert for Expired Certificate detected in EKS on AWS,"external,internal,gdpr",FALSE,,,US,San Francisco,32e3ea86-c921-4523-964c-5871706435ad,IBM X-Force,72 hours,Manager,Server,Staging,Whitelisted,Test system,TICK-1691,31,0.91,Owner=Security,Manual,In Progress,Patched,CVE-2016-3273,PII,/deleteFile,Azure-Dev,Tier 3,P3,876,Engineering,ACAI10689960570395,Lisa Gutierrez,Joan Buckley,Call think consumer similar level new.,4/22/2025 8:50,False Positive
ALERT-102115,Azure,Malware Detected,High,Open,europe-west2,Functions,9b355c36-f56a-4ecf-a52f-13235df1d4c8,071924b1-72be-46f7-b9ce-92280717dfe9,qmartinez@lowery.com,67.99.6.48,187.211.131.107,3/20/2025 16:04,WIZ Vertex FSOAR,Quarantine Resource,POL-9417,Malware Detected Policy,CIS,TRUE,TRUE,TLS,80,28.3,5,1,TRUE,Alert for Malware Detected detected in Functions on Azure,"dev,gdpr",TRUE,,,IN,Bangalore,bc2df83c-1920-42b8-aca4-a6bf6231c8a0,Talos,24 hours,Analyst,Workstation,Staging,Maintenance,Misclassification,TICK-9163,34,0.43,Dept=Finance,Third-Party,In Progress,Not Applicable,CVE-2016-1436,PHI,/login,Azure-Dev,Tier 1,P3,425,Security,VPAP62868265633899,Kayla Thomas,Debra Strickland,Idea fill property probably.,4/20/2025 11:08,False Positive
ALERT-102116,AWS,Unusual Data Access,High,Open,ap-southeast-1,EKS,1322ff80-f16c-4bba-8f30-a45789c944ac,3a0fef70-7a4b-43a2-b7e5-39b48925403a,michael67@gmail.com,3.30.127.187,146.149.53.156,3/28/2025 1:05,WIZ Knex Cloud,Revoke Access,POL-7919,Unusual Data Access Policy,SOC2,FALSE,TRUE,TLS,0,42.85,7,2,FALSE,Alert for Unusual Data Access detected in EKS on AWS,"prod,internal",TRUE,,,US,San Francisco,1100331a-f837-436c-9733-22a303b704dd,Internal,72 hours,Analyst,Mobile,Production,None,Test system,TICK-4850,1,0.73,Owner=Security,Automated,In Progress,Not Applicable,CVE-2017-3418,PII,,AWS-Prod,Tier 1,P2,437,IT,BDKG46465723546584,Christopher Ellis Jr.,Julie Johnson,Agree deal place difficult behavior he.,4/25/2025 7:12,Monitoring
ALERT-102117,Azure,Suspicious Network Activity,Critical,Investigating,us-east-1,Blob Storage,17e95230-5b0f-49af-9cc7-449a26606d76,ca121520-bde0-4ebe-95bd-df1a1f7117c0,jennifer99@powell.net,122.121.89.174,57.11.136.137,4/22/2025 14:50,WIZ AutoFocus,Auto-Remediate,POL-7051,Suspicious Network Activity Policy,ISO 27001,FALSE,TRUE,AES-256,3389,148.59,8,1,TRUE,Alert for Suspicious Network Activity detected in Blob Storage on Azure,"dev,critical,external",FALSE,donovansheryl@dean.org,,US,San Francisco,2b736c52-0776-4de2-b080-b45b7aa301d3,AlienVault,24 hours,Intern,Server,Staging,Maintenance,Test system,TICK-9855,12,0.58,Dept=Finance,Third-Party,In Progress,Patched,CVE-2010-3277,PCI,/deleteFile,GCP-Test,Tier 2,P3,313,HR,NHSI79681499898162,James Sims,Jennifer Lewis,Stand article power likely home.,4/22/2025 23:55,Mitigated
ALERT-102118,Azure,Failed MFA,Low,Resolved,eastus2,Active Directory,49c588f4-7379-40ed-8815-cf70a2fea2b6,24691052-dc84-450e-8832-3d224ad0f6e8,amunoz@gmail.com,84.117.133.197,44.17.5.219,2/21/2025 20:12,WIZ Blaze,None,POL-9186,Failed MFA Policy,GDPR,TRUE,TRUE,AES-256,25,540.58,4,4,TRUE,Alert for Failed MFA detected in Active Directory on Azure,internal,TRUE,aflynn@gmail.com,175,US,San Francisco,af795b4a-3aaf-4ac6-9dc5-e95f061d1c80,Talos,8 hours,Developer,IoT Device,Test,Maintenance,None,TICK-4007,46,0.01,Env=Prod,Manual,Complete,Patched,CVE-2012-7092,None,/login,Azure-Dev,Tier 2,P3,1078,IT,RZPK43791745934204,Patrick Davis,Tracy Adams,Beautiful save approach cup.,4/22/2025 7:26,Mitigated
ALERT-102119,AWS,Unusual Login,High,Resolved,southamerica-east1,IAM,0f5478a7-93f9-4cbc-ba61-4389ac413cdd,b808cfca-7896-45d1-9236-e530a79b979d,angelaanderson@gmail.com,204.12.68.187,62.174.140.8,3/6/2025 20:15,WIZ Blaze,Revoke Access,POL-2257,Unusual Login Policy,PCI DSS,TRUE,FALSE,AES-256,80,52.24,7,1,TRUE,Alert for Unusual Login detected in IAM on AWS,"external,test,internal",FALSE,beckybell@hotmail.com,830,US,San Francisco,9290172f-8353-4e13-8209-3708decae34e,Talos,4 hours,Admin,Workstation,Test,Known benign,Test system,TICK-4092,13,0.75,Owner=Security,Manual,Pending,Not Applicable,CVE-2021-7738,PII,/updateRecord,AWS-Prod,Tier 3,P4,166,Finance,ECYX10437773036728,Joseph Ramirez,David Campos,Politics face be ten offer save law.,4/20/2025 21:29,Monitoring
ALERT-102120,AWS,Malware Detected,Critical,Open,us-west-2,RDS,611e1b68-4343-44fe-8385-a4817e96b195,bcf46110-8618-4944-8d3c-144261e2d09c,christophersmith@chang-jackson.com,128.101.213.123,205.229.55.196,1/28/2025 0:17,WIZ Vertex FSOAR,Block IP,POL-9888,Malware Detected Policy,CIS,FALSE,FALSE,AES-256,443,703.15,9,1,TRUE,Alert for Malware Detected detected in RDS on AWS,"critical,prod",TRUE,,,DE,Berlin,bc2d8655-b6a9-40ab-8f96-84732d1ff84b,VirusTotal,4 hours,Admin,Mobile,Staging,Whitelisted,Behavior expected,TICK-5315,11,0.17,Env=Test,Third-Party,Pending,Unpatched,CVE-2024-7748,None,/login,GCP-Test,Tier 2,P3,1132,IT,YHAP42432444864873,Sophia Martin,Russell Rangel Jr.,Follow mother daughter.,4/18/2025 22:55,Resolved
ALERT-102121,Azure,Unpatched Vulnerability,Medium,Open,us-west-2,SQL DB,54d0da1c-1ad4-4ef1-86d2-55d1fdcfe66e,a81d8f9a-e6ce-41bc-a4ee-66e0e431170f,omarramirez@yahoo.com,223.218.127.225,112.159.173.243,2/19/2025 8:52,WIZ AutoFocus,Rotate Keys,POL-1952,Unpatched Vulnerability Policy,PCI DSS,FALSE,FALSE,RSA-2048,3389,296.15,5,4,FALSE,Alert for Unpatched Vulnerability detected in SQL DB on Azure,"external,pci,prod",FALSE,,,DE,Berlin,a6b2abe0-7964-446d-9b3d-4b5973a89aa5,AlienVault,8 hours,Manager,Mobile,Test,None,None,TICK-6630,38,0.41,Env=Dev,Third-Party,Complete,Patched,CVE-2023-2798,PHI,/getUser,Azure-Dev,Tier 2,P2,467,IT,GTAK39554093057251,Dale Jones,Erik Reynolds,Body window never key.,4/20/2025 3:52,Mitigated
ALERT-102122,Azure,Weak Encryption,Medium,Resolved,centralus,VM,82a2da40-09c0-415e-b927-ee334444f4db,9095f6ef-2946-484a-81e0-7f04e531e6bb,travis11@carter.info,156.58.52.210,220.115.244.7,3/30/2025 6:57,WIZ AutoFocus,Update Policy,POL-6733,Weak Encryption Policy,CIS,FALSE,TRUE,None,8080,95.18,7,3,TRUE,Alert for Weak Encryption detected in VM on Azure,"gdpr,critical",FALSE,aguerrero@yahoo.com,229,DE,Berlin,add5d11a-df11-4783-9252-c284432f3a4d,AlienVault,72 hours,Intern,Workstation,Production,Known benign,Behavior expected,TICK-7662,18,0.5,Dept=Finance,Manual,Complete,Patched,CVE-2015-1646,PHI,/getUser,AWS-Prod,Tier 1,P2,30,Engineering,GNJU52550677775091,Teresa Richards,Joanna Mcdaniel,Eye purpose all life region.,4/22/2025 10:28,Resolved
ALERT-102123,GCP,Abnormal Billing,Medium,Resolved,us-west-2,VPC,5fbf2a7d-9972-4681-927f-3021e89b2b06,62e6d0f9-1a81-4f8c-bb4b-e65c0c504280,jacobsjulia@yahoo.com,129.116.84.118,45.117.9.155,3/21/2025 11:50,WIZ Vertex FSOAR,Update Policy,POL-9175,Abnormal Billing Policy,NIST,TRUE,FALSE,RSA-2048,21,34.28,2,4,TRUE,Alert for Abnormal Billing detected in VPC on GCP,"prod,internal",FALSE,tserrano@gmail.com,1379,US,San Francisco,98a95963-363f-4e61-80c3-8759e183dcae,AlienVault,8 hours,Manager,Mobile,Staging,None,None,TICK-8742,8,0.5,Owner=Security,Automated,Complete,Unpatched,CVE-2018-7503,PHI,/deleteFile,AWS-Prod,Tier 1,P4,305,Engineering,UPYI53960351032841,Dale Johnson,Eric Ramos,Manage role owner out kitchen member test other.,4/22/2025 10:27,Monitoring
ALERT-102124,Azure,Abnormal API Call,Critical,Open,eu-west-1,Functions,87874d91-290e-438b-89d0-3f3962a51698,843199ef-8396-4408-a44d-bf81f8f0ef21,ruth96@yahoo.com,181.176.47.55,101.9.109.163,4/20/2025 16:43,WIZ Blaze,Rotate Keys,POL-6342,Abnormal API Call Policy,CIS,FALSE,FALSE,TLS,443,105.62,5,3,TRUE,Alert for Abnormal API Call detected in Functions on Azure,"gdpr,external,dev",FALSE,,,BR,Sao Paulo,e279821c-3c8e-47c6-957d-e42198fd75a2,Talos,24 hours,Admin,IoT Device,Production,None,Behavior expected,TICK-3348,22,0.38,Env=Dev,Manual,Complete,Patched,CVE-2021-1322,None,/login,AWS-Prod,Tier 1,P4,709,Engineering,QWZG76048551282879,Michael Mcdaniel,Jorge Williamson,Others though then staff.,4/25/2025 1:44,Mitigated
ALERT-102125,Azure,Suspicious Container Activity,High,Investigating,us-east-1,NSG,15b55e64-abe6-4f0e-9bc9-8de9f4f046ae,83f9fd3b-42e2-46b5-b78b-75d652add256,elizabeth39@taylor.com,208.33.129.221,32.208.118.122,1/31/2025 20:24,WIZ AutoFocus,None,POL-2061,Suspicious Container Activity Policy,SOC2,TRUE,TRUE,SSL,21,236.78,7,2,FALSE,Alert for Suspicious Container Activity detected in NSG on Azure,"gdpr,internal,pci",TRUE,colemaneileen@mckenzie.com,,US,San Francisco,1e3c4ae4-e87c-44ba-91db-1f045818aa46,VirusTotal,24 hours,Developer,IoT Device,Test,Maintenance,Behavior expected,TICK-7510,13,0.61,Env=Dev,Manual,In Progress,Not Applicable,CVE-2013-5770,None,/updateRecord,AWS-Prod,Tier 1,P4,859,Engineering,QQQG13601182322944,Jimmy Welch,Nicholas Gaines,On little begin them pretty.,4/22/2025 22:52,False Positive
ALERT-102126,Azure,Data Exfiltration,Medium,Open,southamerica-east1,NSG,a63e314d-2803-4849-a1c5-ac66da1b75c2,367653fb-c2d8-486d-a7c6-164cea0eabb7,ewilson@gmail.com,118.174.180.108,194.57.238.175,4/8/2025 23:49,WIZ Knex Cloud,Auto-Remediate,POL-3455,Data Exfiltration Policy,CIS,FALSE,FALSE,RSA-2048,443,195.2,8,1,TRUE,Alert for Data Exfiltration detected in NSG on Azure,"dev,test",TRUE,,,US,San Francisco,8ac8f2f3-cb50-40c3-bbe4-e59717b44367,Talos,8 hours,Intern,IoT Device,Production,Known benign,Behavior expected,TICK-9308,4,0.9,Owner=Security,Third-Party,In Progress,Patched,CVE-2024-4599,None,/login,AWS-Prod,Tier 2,P1,1109,Security,WLMG43934080793423,Stephanie Krueger,Maria Sellers,Lay a break exactly successful magazine.,4/25/2025 0:45,False Positive
ALERT-102127,Azure,Abnormal API Call,Medium,Open,ap-southeast-1,SQL DB,1c65b6f7-ed4a-47c7-8697-b5cfe82373a7,9304d558-491f-412c-b033-03974d65363a,nathanieldavis@rodriguez.org,126.119.142.171,78.19.101.107,4/23/2025 11:04,WIZ Blaze,Rotate Keys,POL-7735,Abnormal API Call Policy,NIST,TRUE,FALSE,TLS,443,378.58,8,1,FALSE,Alert for Abnormal API Call detected in SQL DB on Azure,prod,FALSE,,,BR,Sao Paulo,4532f6f6-6279-462d-bf86-bac858f108df,IBM X-Force,72 hours,Intern,Workstation,Test,Maintenance,Behavior expected,TICK-5059,18,0.99,Env=Dev,Automated,Pending,Not Applicable,CVE-2013-7544,None,/login,Azure-Dev,Tier 2,P4,1043,HR,SIMM62704144867751,Tiffany Taylor,John Kramer,Consumer dream ahead draw.,4/24/2025 23:16,Mitigated
ALERT-102128,Azure,S3 Bucket Exposure,Low,Resolved,eastus2,Active Directory,79635443-2132-4e06-a598-e30f20256bd7,30769895-8a97-4b1a-af3c-9fbf8ab4c44a,terri58@gmail.com,109.45.6.252,67.148.201.213,3/18/2025 8:11,WIZ Knex Cloud,None,POL-1089,S3 Bucket Exposure Policy,None,FALSE,FALSE,None,21,278.85,5,3,FALSE,Alert for S3 Bucket Exposure detected in Active Directory on Azure,"external,prod",FALSE,evelazquez@adams.com,994,JP,Tokyo,a87834a7-d113-4d04-8dbd-7a807a70b9c0,Talos,24 hours,Manager,IoT Device,Staging,Maintenance,Test system,TICK-1434,25,0.7,Env=Prod,Third-Party,Pending,Patched,CVE-2015-5826,PII,,Azure-Dev,Tier 2,P3,933,Security,JZCY79670327702194,Lee Wright,Theodore Williams,College not note suddenly scientist.,4/21/2025 16:49,False Positive
ALERT-102129,Azure,Suspicious Container Activity,Low,Open,eu-west-1,NSG,6b882221-be61-4c82-94fd-218d6b389d13,f9f98c1f-0cdd-4df3-899e-a9e9831fd796,gtaylor@yahoo.com,162.74.64.84,196.126.2.7,3/6/2025 9:19,WIZ Knex Cloud,Revoke Access,POL-3897,Suspicious Container Activity Policy,GDPR,FALSE,TRUE,TLS,3389,279.55,1,5,TRUE,Alert for Suspicious Container Activity detected in NSG on Azure,critical,TRUE,,,BR,Sao Paulo,f28f82d8-2804-4cb2-8fdd-2332baf24f18,AlienVault,4 hours,Intern,Workstation,Staging,Maintenance,None,TICK-3037,2,0.11,Env=Test,Third-Party,Complete,Unpatched,CVE-2012-2261,PII,/downloadReport,GCP-Test,Tier 3,P1,1371,Security,RLRF65462818523853,Leah Lucas,William Gonzalez,Force arm assume four team girl.,4/23/2025 2:41,Monitoring
ALERT-102130,Azure,Malware Detected,High,Investigating,australia-southeast1,VM,93c24c4a-8962-4729-9bd2-ac9d0d9445a4,13420d7b-79ce-4ffe-ba77-36b55148e173,emcdonald@cooper-flores.biz,89.147.252.192,212.219.163.74,2/28/2025 4:46,WIZ Vertex FSOAR,Rotate Keys,POL-8599,Malware Detected Policy,HIPAA,TRUE,TRUE,None,80,209.62,6,5,FALSE,Alert for Malware Detected detected in VM on Azure,"internal,critical",FALSE,stefanie15@gmail.com,,BR,Sao Paulo,b9ce7604-29af-4b2d-a779-df5296a917d2,Internal,24 hours,Intern,Workstation,Test,None,None,TICK-2370,22,0.54,Owner=Security,Third-Party,Pending,Unpatched,CVE-2015-6845,PHI,/login,GCP-Test,Tier 2,P3,1375,Engineering,HMJM14309911412866,Lauren Bates,Stacey Baker,Its stock save prevent office speech.,4/20/2025 18:16,False Positive
ALERT-102131,GCP,Unpatched Vulnerability,High,False Positive,australia-southeast1,Cloud Storage,576743ac-7c28-4067-9166-1984ea4d7e7a,f42760be-8bf5-4b16-b65d-aeee80136725,dalton34@arnold.com,54.25.211.60,218.59.53.93,2/3/2025 6:03,WIZ Knex Cloud,Revoke Access,POL-3706,Unpatched Vulnerability Policy,SOC2,FALSE,TRUE,AES-256,21,104.9,4,4,TRUE,Alert for Unpatched Vulnerability detected in Cloud Storage on GCP,"prod,external,gdpr",TRUE,briannaford@taylor-perez.info,,US,San Francisco,60dd07cc-a7de-413f-b67c-d5e8112f72de,AlienVault,8 hours,Admin,IoT Device,Production,Whitelisted,Behavior expected,TICK-3610,16,0.65,Env=Prod,Manual,In Progress,Not Applicable,CVE-2018-2324,PCI,/deleteFile,Azure-Dev,Tier 3,P1,623,Finance,LBOV38620431524333,Jacob Jones MD,Morgan Clark,Boy see medical.,4/19/2025 14:19,Monitoring
ALERT-102132,AWS,Abnormal API Call,Medium,Investigating,us-west-2,VPC,d459d614-6eb3-42aa-adf2-40c1b6827afd,adbfd1cb-9ad4-4c5b-8cc7-6f783d673044,terriortega@yahoo.com,27.155.135.91,223.17.162.125,2/16/2025 6:16,WIZ Vertex FSOAR,None,POL-7524,Abnormal API Call Policy,GDPR,FALSE,TRUE,None,3306,268.22,6,5,FALSE,Alert for Abnormal API Call detected in VPC on AWS,"dev,test,prod",FALSE,amy60@yahoo.com,,DE,Berlin,45640181-6f9c-4d3b-a4ac-c0a0407b8772,Internal,72 hours,Intern,Workstation,Test,Maintenance,None,TICK-4758,24,0.34,Env=Dev,Manual,Complete,Not Applicable,CVE-2018-7852,PII,,AWS-Prod,Tier 2,P3,23,IT,YCDT56393450041141,Christopher Cooper,Ray Baker,Season establish carry travel be community.,4/22/2025 12:59,Resolved
ALERT-102133,Azure,Open Port,Medium,Open,centralus,VM,0f1bfcf1-b062-4874-9311-708d314b13c6,791db659-fb56-43d6-a2b9-0367659ff301,smitheileen@velazquez-ray.com,36.146.73.123,216.224.76.102,2/6/2025 1:37,WIZ Blaze,Block IP,POL-9875,Open Port Policy,ISO 27001,TRUE,FALSE,AES-256,22,247.95,6,2,FALSE,Alert for Open Port detected in VM on Azure,"internal,dev,external",TRUE,,,JP,Tokyo,0573cdf6-fd5b-4103-aa31-e6963dd6820e,VirusTotal,24 hours,Admin,Workstation,Staging,Maintenance,None,TICK-8766,0,0.58,Env=Dev,Third-Party,In Progress,Unpatched,CVE-2025-4998,None,/downloadReport,AWS-Prod,Tier 1,P3,1182,HR,DRHD15421023588792,Kayla Rice,Cynthia Little,Group left together impact space.,4/22/2025 15:04,Resolved
ALERT-102134,GCP,Data Exfiltration,Low,Resolved,europe-west2,Cloud Storage,3df39edd-67e3-4b23-81be-f38dbcb66268,ab36b50d-712e-453f-8452-cb4088ba7a2d,ramirezjoan@henry.biz,202.130.102.91,195.72.140.87,2/4/2025 14:15,WIZ Knex Cloud,Rotate Keys,POL-5394,Data Exfiltration Policy,CIS,FALSE,FALSE,None,21,11.49,8,1,TRUE,Alert for Data Exfiltration detected in Cloud Storage on GCP,"gdpr,prod,external",TRUE,qlynn@gmail.com,1315,US,San Francisco,f78d10aa-26b5-4151-b1a4-67e5d845a642,AlienVault,72 hours,Manager,Server,Test,Known benign,Test system,TICK-8014,24,0.98,Owner=Security,Third-Party,Pending,Unpatched,CVE-2016-2858,PHI,/login,Azure-Dev,Tier 3,P2,560,Finance,SYGZ96058314048249,Kelsey Copeland,Justin Morgan,Which six land music.,4/21/2025 11:05,Mitigated
ALERT-102135,AWS,Root Account Usage,Medium,Investigating,australia-southeast1,RDS,2e82c031-78b7-4335-95c2-b40508aba69c,0ba89429-7b66-4d86-be7e-719f9a3c991a,simsjorge@thompson.com,208.141.89.48,212.119.24.160,4/19/2025 13:56,WIZ Vertex FSOAR,Notify Admin,POL-1447,Root Account Usage Policy,CIS,FALSE,FALSE,AES-256,3389,43.4,6,4,TRUE,Alert for Root Account Usage detected in RDS on AWS,"internal,prod,pci",FALSE,jbryant@yahoo.com,,JP,Tokyo,acf8a2a2-c043-406e-9b9b-011069f6c90a,Talos,24 hours,Analyst,Server,Test,Whitelisted,Behavior expected,TICK-4746,43,0.45,Dept=Finance,Manual,In Progress,Patched,CVE-2019-4039,PHI,/getUser,AWS-Prod,Tier 3,P1,1000,Finance,WGDS28743899275555,Alyssa Hood,Bryan Chavez,Sense blue question fill.,4/22/2025 14:58,Monitoring
ALERT-102136,GCP,Expired Certificate,High,Open,europe-west2,Cloud SQL,51f3730b-de18-46e4-bba7-1a45177542d8,8001bd14-729f-45a9-beee-b933c7c38c37,ptran@hotmail.com,117.133.135.213,198.106.177.74,4/20/2025 12:20,WIZ Knex Cloud,Auto-Remediate,POL-5630,Expired Certificate Policy,None,TRUE,FALSE,RSA-2048,3389,125.46,1,3,FALSE,Alert for Expired Certificate detected in Cloud SQL on GCP,test,FALSE,,,JP,Tokyo,81559e3d-e104-403e-92ea-d4570c5f0ffa,Talos,24 hours,Developer,Server,Test,Maintenance,Test system,TICK-6494,18,0.36,Env=Dev,Automated,In Progress,Patched,CVE-2021-6525,PII,/login,Azure-Dev,Tier 1,P1,1313,HR,JAKE69097804467659,Alvin Moore,Timothy Hansen,Operation loss ground might international million statement.,4/22/2025 4:51,Monitoring
ALERT-102137,GCP,Unapproved Region Usage,Medium,Open,eastus2,Cloud Functions,8cf7f9c2-607c-40dc-910f-53c53f14361f,a23da7e7-b689-404f-8163-934695fbdcd9,dicksondeanna@yahoo.com,202.117.139.13,87.130.236.36,3/9/2025 11:52,WIZ AutoFocus,Block IP,POL-2860,Unapproved Region Usage Policy,GDPR,TRUE,TRUE,TLS,80,487.26,2,5,FALSE,Alert for Unapproved Region Usage detected in Cloud Functions on GCP,"critical,test",FALSE,,,IN,Bangalore,7754469c-afb3-422e-8f85-ce4a60195856,AlienVault,72 hours,Intern,Mobile,Staging,Maintenance,Behavior expected,TICK-7235,47,0.96,Owner=Security,Third-Party,Pending,Patched,CVE-2011-1280,PCI,/getUser,AWS-Prod,Tier 2,P4,11,IT,VKCO09920932178381,Katrina Johnson,Amber Baker,Million enter fly for run think series.,4/19/2025 14:34,Resolved
ALERT-102138,AWS,Open Port,Medium,Resolved,australia-southeast1,RDS,c1a310f1-cc8a-484c-8295-ccdd675e7eac,e6644541-d333-4ccf-821f-34e9da2e8cf7,ryanmary@hotmail.com,153.230.23.147,179.187.163.218,2/15/2025 4:12,WIZ Vertex FSOAR,Update Policy,POL-6037,Open Port Policy,CIS,FALSE,TRUE,RSA-2048,22,209.78,9,3,TRUE,Alert for Open Port detected in RDS on AWS,"test,internal",FALSE,natalie99@marquez.com,463,IN,Bangalore,f317f2d8-acf2-460b-9c65-c05a89ca147e,Talos,72 hours,Analyst,Workstation,Test,None,Misclassification,TICK-3148,8,0.98,Owner=Security,Third-Party,Pending,Unpatched,CVE-2022-9790,PHI,/getUser,Azure-Dev,Tier 3,P1,873,HR,IJXS97015140250778,Joshua Padilla III,Andrea Dean,Kid I practice arrive increase help.,4/21/2025 23:16,Resolved
ALERT-102139,AWS,S3 Bucket Exposure,Medium,Open,australia-southeast1,CloudTrail,e7aa1453-799f-4bda-ac0d-e4851ef3fd9e,e2860cb2-3431-4240-a7ba-7bc45e6ab0d7,donaldsmith@gmail.com,200.205.100.253,80.33.108.186,1/27/2025 21:43,WIZ Knex Cloud,Block IP,POL-7058,S3 Bucket Exposure Policy,CIS,TRUE,TRUE,TLS,22,266.88,5,4,TRUE,Alert for S3 Bucket Exposure detected in CloudTrail on AWS,internal,FALSE,,,US,New York,3bc389b6-b5e8-43bd-9a6c-d1810e74598d,Talos,24 hours,Intern,Mobile,Staging,Known benign,Misclassification,TICK-4506,47,0.81,Owner=Security,Manual,Complete,Not Applicable,CVE-2023-7849,PCI,/updateRecord,GCP-Test,Tier 3,P1,955,IT,GYNW75186474863123,Brenda Ramsey,Vincent Long,National cover campaign prove avoid choose.,4/23/2025 5:10,Mitigated
ALERT-102140,GCP,Abnormal Billing,Critical,Open,europe-west2,Cloud Storage,57264b8a-9881-447a-a041-2b8063b8291c,c94fb50e-a5b9-4643-bcb7-9ea840e9b071,smithsara@gmail.com,212.219.167.251,213.224.116.157,1/29/2025 11:17,WIZ Vertex FSOAR,Quarantine Resource,POL-9693,Abnormal Billing Policy,HIPAA,TRUE,TRUE,TLS,443,141.19,5,1,TRUE,Alert for Abnormal Billing detected in Cloud Storage on GCP,prod,FALSE,,,US,New York,77a8a286-a9fe-4a30-b868-ca0a44d8ca3a,AlienVault,4 hours,Intern,IoT Device,Test,Maintenance,Misclassification,TICK-6680,2,0.75,Owner=Security,Automated,Complete,Unpatched,CVE-2024-1783,PCI,/updateRecord,GCP-Test,Tier 3,P2,502,IT,PEGV55122453290302,Jordan Cooper,James Schmidt,My shoulder front garden TV standard.,4/24/2025 12:52,False Positive
